@relation 'corpus_req_arff-weka.filters.unsupervised.attribute.Remove-R1,23'

@attribute idx_req numeric
@attribute minValNorm numeric
@attribute maxValNorm numeric
@attribute meanValNorm numeric
@attribute STDValNorm numeric
@attribute varSMNorm numeric
@attribute minVal numeric
@attribute maxVal numeric
@attribute meanVal numeric
@attribute STDVal numeric
@attribute varSM numeric
@attribute bad_MD numeric
@attribute bad_NN numeric
@attribute bad_VB numeric
@attribute bad_RB numeric
@attribute bad_JJ numeric
@attribute bad_DT numeric
@attribute bad_punctuation numeric
@attribute num_sentence numeric
@attribute num_words numeric
@attribute class {req,nonreq}

@data
50,0.00082,0.82456,0.19917,0.30451,0.09479,0.00009,0.82456,0.03562,0.09989,0.00998,0,0,0,0,0,0,0,1,12,req
51,0.00078,0.82456,0.22014,0.31706,0.10206,0.00009,0.82456,0.03886,0.10358,0.01073,0,0,0,0,0,0,0,1,10,req
52,0.00061,0.45802,0.09036,0.16438,0.03151,0.00008,0.45802,0.0188,0.05872,0.00345,0,0,0,0,0,0,0,1,10,req
53,0.00081,0.5062,0.26511,0.33973,0.11586,0.00009,0.5062,0.04581,0.11024,0.01215,0,1,0,0,0,0,0,1,11,req
54,0.00095,0.42005,0.19125,0.20619,0.04695,0.0001,0.42005,0.0344,0.071,0.00504,0,0,0,0,0,0,0,1,15,req
55,0.00222,0.34543,0.23204,0.24088,0.06199,0.0002,0.34543,0.0407,0.0812,0.00659,0,2,0,0,0,0,0,1,15,req
56,0.00246,0.57698,0.22299,0.25421,0.0683,0.00022,0.57698,0.0393,0.08511,0.00724,0,1,0,0,0,0,0,1,10,req
57,0.00127,0.40755,0.10688,0.18085,0.03725,0.00013,0.40755,0.02135,0.06356,0.00404,0,0,0,0,0,0,0,1,7,req
58,0.00196,0.69811,0.21517,0.31196,0.09908,0.00018,0.69811,0.03809,0.10208,0.01042,0,1,0,0,0,0,0,1,8,req
59,0.00066,0.80737,0.20232,0.30544,0.09532,0.00008,0.80737,0.03611,0.10017,0.01003,0,0,0,0,0,0,0,1,15,req
60,0.0009,0.80737,0.14011,0.3005,0.09253,0.0001,0.80737,0.02649,0.09872,0.00975,0,0,0,0,0,0,0,1,13,req
61,0.00052,0.69846,0.16068,0.29745,0.09082,0.00007,0.69846,0.02967,0.09782,0.00957,0,0,0,0,0,0,0,1,14,nonreq
62,0.00034,0.87968,0.07855,0.24684,0.06477,0.00005,0.87968,0.01697,0.08295,0.00688,0,2,0,0,0,0,0,1,20,req
63,0.00027,0.87968,0.099,0.2471,0.06489,0.00005,0.87968,0.02014,0.08302,0.00689,0,2,0,0,0,0,0,1,26,req
64,0.00041,0.54823,0.17147,0.22049,0.05291,0.00006,0.54823,0.03134,0.0752,0.00566,0,2,0,0,0,0,0,1,17,req
65,0.00003,0.52369,0.10039,0.1773,0.03597,0.00003,0.52369,0.02035,0.06251,0.00391,0,2,0,0,0,0,0,1,25,req
66,0.00019,0.37105,0.10629,0.17108,0.03379,0.00004,0.37105,0.02126,0.06068,0.00368,0,1,0,0,0,0,0,1,11,req
67,0.00046,0.38747,0.21291,0.21188,0.04928,0.00006,0.38747,0.03774,0.07267,0.00528,0,0,0,0,0,0,0,1,16,req
68,0.00235,0.31328,0.20002,0.21925,0.05238,0.00021,0.31328,0.03575,0.07484,0.0056,0,0,0,0,0,0,0,1,14,req
69,0.0005,0.38747,0.17846,0.22977,0.05695,0.00007,0.38747,0.03242,0.07793,0.00607,0,0,0,0,0,0,0,1,13,req
70,0.00028,0.79071,0.09222,0.22989,0.05701,0.00005,0.79071,0.01909,0.07797,0.00608,0,0,0,0,0,0,0,1,18,req
71,0.00024,0.79071,0.11923,0.23946,0.06133,0.00005,0.79071,0.02326,0.08078,0.00653,0,0,0,0,0,0,0,1,21,req
72,0.0009,0.55136,0.18375,0.23943,0.06132,0.0001,0.55136,0.03324,0.08077,0.00652,0,0,0,0,0,0,0,2,12.5,req
73,0.00041,0.49883,0.17996,0.21844,0.05203,0.00006,0.49883,0.03265,0.0746,0.00557,0,0,0,0,0,0,0,2,18.5,req
74,0.00007,0.55136,0.13408,0.20834,0.04783,0.00003,0.55136,0.02556,0.07163,0.00513,0,1,0,0,0,0,0,2,12,req
75,0.00047,0.64933,0.08812,0.22363,0.05426,0.00007,0.64933,0.01845,0.07613,0.0058,0,1,0,0,0,0,0,1,13,req
76,0.00069,0.64933,0.07269,0.2045,0.04627,0.00008,0.64933,0.01607,0.07051,0.00497,0,0,0,0,0,0,0,1,9,req
77,0.00038,0.33943,0.05955,0.16309,0.03108,0.00006,0.33943,0.01404,0.05834,0.0034,0,3,0,0,0,0,0,1,15,nonreq
78,0.00003,0.77264,0.10937,0.22676,0.05562,0.00003,0.77264,0.02174,0.07705,0.00594,0,2,0,0,0,0,0,1,24,req
79,9.82723,0.78065,0.00729,0.19579,0.04284,0.78065,0.78065,0.00596,0.06795,0.00462,0,1,0,0,0,0,0,1,6,nonreq
80,0.48449,0.47106,0.11646,0.19203,0.0414,0.03851,0.47106,0.02283,0.06684,0.00447,0,0,0,0,1,0,0,1,13,nonreq
81,0.20625,0.40755,0.22267,0.19029,0.04074,0.01641,0.40755,0.03925,0.06633,0.0044,0,2,0,0,0,0,0,1,18,req
82,0.3989,0.52369,0.05965,0.18917,0.04032,0.03171,0.52369,0.01405,0.066,0.00436,0,1,0,0,0,0,0,1,14,req
83,0.36233,0.29455,0.1208,0.14742,0.02608,0.02881,0.29455,0.02351,0.05373,0.00289,0,1,1,0,1,0,0,1,14,nonreq
84,0.0008,0.36736,0.16961,0.1825,0.03784,0.00009,0.36736,0.03105,0.06404,0.0041,0,3,0,0,0,0,0,1,21,nonreq
85,0.00127,0.57698,0.29275,0.2411,0.06209,0.00013,0.57698,0.05008,0.08126,0.0066,0,0,0,0,0,0,1,1,18,req
86,0.00038,0.43948,0.17561,0.21485,0.05052,0.00006,0.43948,0.03198,0.07355,0.00541,0,3,0,0,0,0,0,1,14,nonreq
87,0.00005,0.43511,0.11836,0.20346,0.04586,0.00003,0.43511,0.02313,0.0702,0.00493,0,3,0,0,0,0,0,1,24,nonreq
88,0.00045,0.8853,0.05271,0.23655,0.06,0.00006,0.8853,0.01298,0.07992,0.00639,0,0,0,0,0,0,0,1,7,nonreq
89,0.45764,0.36694,0.12167,0.2006,0.04472,0.03638,0.36694,0.02364,0.06936,0.00481,0,0,0,0,0,0,0,1,8,nonreq
90,0.04572,0.06648,0.08421,0.01474,0.00022,0.00366,0.06648,0.01785,0.01474,0.00022,0,1,0,0,0,0,0,1,12,nonreq
91,0.00032,0.47106,0.14377,0.21491,0.05054,0.00005,0.47106,0.02706,0.07357,0.00541,0,1,0,0,0,0,0,1,30,req
92,0.00024,0.43511,0.1474,0.21473,0.05047,0.00005,0.43511,0.02762,0.07351,0.0054,0,3,0,0,0,0,0,1,23,nonreq
93,0.00018,0.36734,0.17604,0.19566,0.04279,0.00004,0.36734,0.03204,0.06791,0.00461,0,2,1,0,0,0,1,3,12.666667,nonreq
94,0.00077,0.37715,0.2057,0.21614,0.05106,0.00009,0.37715,0.03663,0.07393,0.00546,0,2,0,0,0,0,0,1,19,req
95,0.00063,0.60659,0.2045,0.29607,0.09005,0.00008,0.60659,0.03644,0.09741,0.00949,0,2,0,0,0,0,0,1,18,req
96,0.00013,0.71986,0.19947,0.35405,0.12503,0.00004,0.71986,0.03567,0.11445,0.0131,0,3,0,0,0,0,0,1,21,req
97,0.00042,0.53526,0.1776,0.27735,0.07996,0.00006,0.53526,0.03229,0.09191,0.00845,0,1,0,0,0,0,0,1,14,req
98,0.00126,0.69811,0.29832,0.3318,0.11094,0.00013,0.69811,0.05095,0.10792,0.01165,0,1,0,0,0,0,0,1,12,req
99,0.00096,0.53526,0.20922,0.25854,0.07041,0.0001,0.53526,0.03717,0.08639,0.00746,0,1,0,0,0,0,0,1,12,req
100,0.00053,0.68029,0.24002,0.30856,0.09711,0.00007,0.68029,0.04193,0.10109,0.01022,0,0,0,0,0,0,0,1,17,req
101,0.0003,0.87949,0.12313,0.31615,0.10153,0.00005,0.87949,0.02387,0.10332,0.01067,0,0,0,0,0,0,0,1,13,req
102,0.00077,0.42676,0.0968,0.18993,0.0406,0.00009,0.42676,0.0198,0.06622,0.00439,0,2,0,0,0,0,0,1,14,req
103,0.00074,0.38258,0.14755,0.18535,0.03889,0.00009,0.38258,0.02764,0.06488,0.00421,0,2,0,0,0,0,0,2,17,req
104,0.00022,0.8853,0.10437,0.2434,0.06316,0.00005,0.8853,0.02097,0.08194,0.00671,0,0,0,0,0,0,0,1,25,nonreq
105,0.16572,0.51501,0.14184,0.16834,0.03285,0.01319,0.51501,0.02676,0.05988,0.00359,0,3,0,0,0,0,0,1,23,req
106,0.00067,0.77264,0.06009,0.22921,0.05671,0.00008,0.77264,0.01412,0.07777,0.00605,0,0,0,0,0,0,0,1,9,nonreq
