@relation 'corpus_req_arff-weka.filters.unsupervised.attribute.Remove-R1,23'

@attribute idx_req numeric
@attribute minValNorm numeric
@attribute maxValNorm numeric
@attribute meanValNorm numeric
@attribute STDValNorm numeric
@attribute varSMNorm numeric
@attribute minVal numeric
@attribute maxVal numeric
@attribute meanVal numeric
@attribute STDVal numeric
@attribute varSM numeric
@attribute bad_MD numeric
@attribute bad_NN numeric
@attribute bad_VB numeric
@attribute bad_RB numeric
@attribute bad_JJ numeric
@attribute bad_DT numeric
@attribute bad_punctuation numeric
@attribute num_sentence numeric
@attribute num_words numeric
@attribute class {req,nonreq}

@data
50,0.00264,0.62411,0.21892,0.17499,0.04142,0.00084,0.596,0.04163,0.09024,0.00814,0,0,0,0,0,0,0,1,14,req
51,0.00339,0.73158,0.16466,0.17997,0.0432,0.00099,0.66377,0.03278,0.09178,0.00842,0,0,0,0,0,0,0,1,14,req
52,0.00003,0.73158,0.13464,0.16442,0.03774,0.00032,0.66377,0.02789,0.08696,0.00756,0,0,0,0,0,0,0,1,25,req
53,0.00129,0.81389,0.15679,0.1746,0.04128,0.00057,0.71567,0.0315,0.09012,0.00812,0,0,0,0,0,0,0,1,12,req
54,0.00053,0.10224,0.07078,0.0736,0.01171,0.00042,0.26691,0.01748,0.05875,0.00345,0,1,1,0,0,0,0,1,19,req
55,0.00047,0.40616,0.15083,0.13779,0.02906,0.00041,0.45856,0.03053,0.07869,0.00619,0,2,0,0,0,0,0,1,21,req
56,0.00003,0.50007,0.13479,0.09293,0.0164,0.00032,0.51778,0.02791,0.06475,0.00419,0,0,0,0,0,0,0,1,18,req
57,0.00129,0.50007,0.12555,0.11982,0.02369,0.00057,0.51778,0.02641,0.0731,0.00534,0,1,0,0,0,0,0,1,21,req
58,0.00202,0.06648,0.18159,0.08216,0.01373,0.00072,0.24436,0.03554,0.06141,0.00377,0,0,0,0,0,0,0,1,16,req
59,0.08314,0.09988,0.15953,0.09369,0.0166,0.01695,0.26542,0.03194,0.06499,0.00422,1,1,2,0,0,0,1,1,20,nonreq
60,0.00015,0.23198,0.18039,0.11963,0.02364,0.00034,0.34872,0.03535,0.07305,0.00534,0,2,1,0,0,0,0,1,20,nonreq
61,0.00074,0.40109,0.13113,0.10321,0.01908,0.00046,0.45536,0.02732,0.06795,0.00462,0,1,0,0,0,0,0,1,13,req
62,0.00404,0.40389,0.11216,0.10579,0.01978,0.00112,0.45713,0.02422,0.06875,0.00473,0,1,0,0,0,0,0,1,16,req
63,0.00248,0.40109,0.0822,0.13617,0.02856,0.00081,0.45536,0.01934,0.07818,0.00611,0,1,0,0,0,0,0,1,17,req
64,0.00419,0.36234,0.11286,0.07905,0.01298,0.00115,0.43093,0.02434,0.06045,0.00365,0,0,1,0,0,0,0,1,32,req
