@relation 'corpus_req_arff-weka.filters.unsupervised.attribute.Remove-R1,23'

@attribute idx_req numeric
@attribute minValNorm numeric
@attribute maxValNorm numeric
@attribute meanValNorm numeric
@attribute STDValNorm numeric
@attribute varSMNorm numeric
@attribute minVal numeric
@attribute maxVal numeric
@attribute meanVal numeric
@attribute STDVal numeric
@attribute varSM numeric
@attribute bad_MD numeric
@attribute bad_NN numeric
@attribute bad_VB numeric
@attribute bad_RB numeric
@attribute bad_JJ numeric
@attribute bad_DT numeric
@attribute bad_punctuation numeric
@attribute num_sentence numeric
@attribute num_words numeric
@attribute class {req,nonreq}

@data
43,0.00556,1,0.07064,0.20301,0.05004,0.00393,1,0.02706,0.10853,0.01178,0,0,0,0,0,0,0,1,9,req
44,0.00556,1,0.07064,0.20301,0.05004,0.00393,1,0.02706,0.10853,0.01178,0,0,0,0,0,0,0,1,9,req
45,0.00691,0.73823,0.16256,0.2582,0.07374,0.00478,0.78532,0.05372,0.12921,0.01669,0,1,0,0,0,0,0,2,5.5,req
46,0.00527,0.73823,0.14024,0.25205,0.0709,0.00375,0.78532,0.04725,0.1269,0.0161,0,1,0,0,0,0,0,1,13,req
47,0.0552,0.34395,0.06764,0.11541,0.02089,0.03504,0.46197,0.02619,0.0757,0.00573,0,1,0,0,0,0,0,1,7,req
48,0.09712,0.89735,0.1048,0.20913,0.05247,0.06131,0.91582,0.03697,0.11082,0.01228,0,0,0,0,0,0,0,1,10,req
49,0.02884,0.89735,0.09302,0.20157,0.04948,0.01852,0.91582,0.03355,0.10798,0.01166,0,0,0,0,0,0,0,1,13,req
50,0.00018,0.38161,0.06052,0.1319,0.02558,0.00056,0.49286,0.02413,0.08188,0.0067,0,1,0,0,1,0,0,1,16,req
51,0.19465,0.30697,0.06187,0.15701,0.03344,0.12244,0.43165,0.02452,0.09128,0.00833,0,0,0,0,0,0,0,1,8,req
52,0.00027,0.74323,0.12332,0.21796,0.05606,0.00061,0.78942,0.04234,0.11413,0.01303,0,0,0,0,0,0,0,1,10,req
53,0.0499,0.74323,0.12044,0.24381,0.06717,0.03172,0.78942,0.04151,0.12381,0.01533,0,0,0,0,0,0,0,1,12,req
54,0.06827,0.65831,0.11454,0.25138,0.07059,0.04323,0.71978,0.03979,0.12665,0.01604,0,1,0,0,0,0,0,1,12,req
55,0.00047,0.19537,0.08465,0.06548,0.00892,0.00074,0.34012,0.03112,0.05699,0.00325,0,0,0,0,0,0,0,1,10,req
56,0.00003,0.46659,0.08992,0.15724,0.03351,0.00047,0.56255,0.03265,0.09137,0.00835,0,1,0,0,1,0,0,1,21,req
57,0.00003,0.41304,0.0653,0.11926,0.02195,0.00046,0.51864,0.02551,0.07714,0.00595,0,0,0,0,0,0,0,1,12,req
58,0.00026,0.77923,0.08931,0.18326,0.04256,0.00061,0.81895,0.03248,0.10112,0.01023,0,0,0,0,0,0,0,2,5.5,req
59,0.00019,0.77923,0.07253,0.18664,0.0438,0.00056,0.81895,0.02761,0.10239,0.01048,0,0,0,0,0,0,0,1,10,req
60,0.00059,0.72391,0.11908,0.17323,0.03897,0.00082,0.77358,0.04111,0.09736,0.00948,0,1,0,0,0,0,0,1,11,req
61,0.00038,0.72391,0.08851,0.17305,0.0389,0.00068,0.77358,0.03224,0.0973,0.00947,0,1,0,0,0,0,0,1,12,req
62,0.00073,0.37756,0.06542,0.11457,0.02066,0.0009,0.48954,0.02555,0.07538,0.00568,0,0,0,0,0,0,0,1,11,req
63,0.00097,0.92229,0.16359,0.28204,0.08526,0.00106,0.93627,0.05402,0.13814,0.01908,0,0,0,0,0,0,0,2,4.5,req
64,0.00109,0.92229,0.13223,0.29046,0.08951,0.00113,0.93627,0.04493,0.1413,0.01996,0,0,0,0,0,0,0,1,9,req
65,0.00057,0.65122,0.11023,0.23038,0.06128,0.00081,0.71397,0.03854,0.11878,0.01411,0,0,0,0,0,0,0,1,9,req
66,0.00017,0.37756,0.05659,0.12472,0.02349,0.00055,0.48954,0.02298,0.07919,0.00627,0,0,0,0,0,0,0,1,14,req
67,0.0009,0.27559,0.09572,0.11627,0.02112,0.00101,0.40592,0.03433,0.07602,0.00578,0,0,0,0,0,0,0,1,11,req
68,0.00007,0.25828,0.06798,0.10936,0.01926,0.00049,0.39172,0.02629,0.07343,0.00539,0,0,1,0,0,0,0,1,21,nonreq
69,0.00003,0.19853,0.0748,0.09841,0.01643,0.00046,0.34272,0.02827,0.06933,0.00481,0,0,1,0,0,0,0,1,12,nonreq
70,0.00032,0.587,0.06019,0.17972,0.04128,0.00065,0.6613,0.02403,0.0998,0.00996,0,2,0,0,0,0,0,1,9,nonreq
